weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
13.9,84.8,6.7,80.2,B
10.6,76.0,6.6,66.1,C
24.7,88.0,4.7,100.0,A
19.9,54.4,2.7,89.4,A
6.7,77.7,6.2,66.1,C
17.5,93.4,1.9,91.2,A
17.1,85.6,7.1,96.8,A
20.0,91.9,7.6,100.0,A
34.2,93.2,2.3,100.0,A
9.3,96.1,6.7,81.4,B
18.9,97.5,3.3,100.0,A
25.5,74.4,4.4,100.0,A
27.0,93.9,4.2,100.0,A
16.3,77.5,8.4,95.3,A
5.8,85.2,3.0,66.8,C
2.4,80.3,5.5,38.2,F
20.8,96.7,4.5,100.0,A
17.4,92.9,7.3,72.3,B
15.9,91.7,2.1,80.1,B
17.0,93.3,5.2,74.6,B
21.8,92.8,9.7,96.0,A
18.8,75.1,4.6,90.3,A
17.7,78.9,4.2,76.5,B
10.8,74.7,4.8,74.6,B
22.3,94.4,7.2,98.5,A
11.0,91.2,8.6,74.2,B
21.8,100.0,7.7,90.0,A
12.3,74.6,5.1,92.8,A
19.1,91.3,9.5,93.8,A
27.3,87.0,6.0,100.0,A
19.6,73.9,6.3,100.0,A
24.9,86.4,8.8,100.0,A
12.4,83.0,7.6,70.1,B
15.7,96.3,5.0,100.0,A
12.5,77.9,4.0,82.8,B
3.4,77.7,4.8,63.5,C
22.5,72.9,7.9,100.0,A
19.0,81.5,3.3,90.4,A
18.5,81.8,4.6,89.1,A
23.6,77.6,5.5,100.0,A
7.1,78.2,7.5,62.8,C
5.4,79.2,7.2,68.9,C
23.7,91.2,9.3,100.0,A
14.5,92.5,2.1,67.4,C
16.5,72.1,5.5,81.0,B
4.7,94.9,6.8,52.3,D
25.3,89.0,6.5,100.0,A
19.7,77.6,2.7,88.1,A
11.0,82.3,5.6,67.9,C
29.6,89.6,6.9,100.0,A
5.5,97.2,4.6,71.6,B
12.7,73.6,6.5,94.4,A
21.9,88.1,6.2,100.0,A
23.1,100.0,9.1,97.8,A
4.5,86.2,6.1,72.6,B
13.0,66.0,4.0,84.0,B
20.2,75.7,6.2,100.0,A
25.3,89.4,6.1,100.0,A
24.7,100.0,5.9,100.0,A
19.9,86.2,10.0,100.0,A
15.6,76.3,5.5,97.2,A
13.7,78.9,2.1,81.7,B
18.5,83.1,7.9,100.0,A
25.0,98.0,6.3,100.0,A
13.5,80.4,1.2,97.2,A
13.1,80.4,5.3,86.7,A
23.0,80.3,8.9,97.7,A
22.4,96.5,5.5,97.7,A
11.5,100.0,7.9,85.8,A
5.8,87.5,0.0,80.3,B
3.0,79.4,6.0,60.1,C
15.9,74.8,6.7,100.0,A
7.3,93.6,8.3,54.3,D
21.3,84.1,10.0,100.0,A
3.0,82.0,6.6,54.1,D
26.3,100.0,4.5,100.0,A
12.6,100.0,4.4,74.1,B
9.4,67.3,2.5,62.1,C
11.2,67.3,4.2,78.9,B
8.9,67.5,7.9,48.2,D
25.6,90.3,7.4,100.0,A
19.7,84.2,1.5,100.0,A
15.7,84.0,8.7,82.2,B
6.6,84.5,5.7,77.9,B
14.6,76.1,5.1,84.2,B
9.6,94.8,6.1,81.9,B
0.0,78.1,4.0,48.6,D
10.1,89.1,4.2,82.0,B
19.2,71.1,6.2,98.3,A
12.0,72.1,6.6,66.8,C
14.0,92.9,6.3,94.8,A
22.3,90.2,3.7,100.0,A
21.0,93.9,6.2,100.0,A
28.7,82.7,2.9,100.0,A
0.0,83.9,4.6,39.3,F
9.1,90.3,4.2,57.6,C
21.4,59.3,4.4,97.1,A
18.0,85.5,5.1,100.0,A
15.7,81.6,2.8,100.0,A
10.8,100.0,5.8,79.9,B
16.6,74.6,4.5,81.8,B
16.2,80.0,5.8,93.8,A
2.0,74.7,3.2,41.6,D
16.5,84.4,2.7,73.8,B
11.4,88.9,9.0,78.2,B
20.9,88.8,7.5,91.7,A
17.4,87.6,5.3,86.2,A
28.7,90.3,4.7,100.0,A
15.0,91.2,6.6,85.4,A
7.4,85.8,5.5,72.8,B
0.0,82.4,8.5,57.1,C
8.4,97.0,6.6,70.1,B
17.6,93.5,1.2,100.0,A
19.4,88.9,5.0,100.0,A
10.8,92.1,6.7,84.9,B
12.0,79.2,8.1,73.7,B
15.5,97.9,5.6,65.5,C
17.7,68.1,3.9,95.0,A
22.1,82.2,5.2,100.0,A
10.9,100.0,4.1,61.3,C
9.8,100.0,5.9,60.3,C
29.2,85.5,6.8,100.0,A
27.5,80.1,4.9,99.7,A
11.3,81.7,9.7,63.7,C
23.0,82.0,8.3,100.0,A
30.4,91.0,9.5,100.0,A
24.2,100.0,5.8,100.0,A
9.7,87.1,4.9,69.4,C
15.7,62.1,4.4,90.6,A
2.7,84.9,4.7,66.7,C
8.2,69.5,3.9,58.7,C
14.9,86.2,5.8,100.0,A
16.5,95.4,5.2,75.5,B
10.1,67.1,5.4,84.4,B
0.0,77.5,5.1,32.4,F
16.4,84.0,6.5,74.7,B
20.1,76.0,6.3,94.0,A
20.4,100.0,2.9,100.0,A
13.6,70.2,4.1,73.8,B
14.1,89.0,6.0,72.2,B
16.7,92.7,7.1,90.9,A
17.9,88.1,6.7,90.1,A
14.3,72.2,8.0,79.5,B
0.0,83.2,8.7,39.6,F
24.8,76.6,5.8,100.0,A
11.7,89.1,7.2,86.4,A
6.4,76.8,4.6,54.8,D
12.3,100.0,5.3,91.6,A
15.8,97.0,5.9,82.1,B
10.7,89.4,4.4,81.2,B
11.2,81.8,10.0,80.6,B
12.7,72.8,6.3,81.7,B
17.5,71.7,7.5,81.3,B
9.4,64.5,5.8,66.0,C
17.4,86.5,4.1,73.0,B
5.3,91.3,7.4,63.5,C
29.0,89.2,8.0,100.0,A
22.5,75.1,4.9,95.3,A
13.1,85.4,4.8,77.8,B
17.3,79.6,10.0,97.9,A
6.8,70.1,6.6,78.1,B
18.9,80.0,7.2,83.8,B
20.9,92.7,5.1,94.7,A
16.9,92.5,6.5,85.1,A
21.3,68.1,5.5,100.0,A
15.0,88.8,1.2,88.4,A
14.3,78.4,6.5,86.7,A
10.4,85.6,7.0,76.9,B
18.9,63.6,7.5,96.0,A
9.1,70.9,6.0,81.8,B
17.9,80.2,3.7,78.6,B
17.1,77.6,9.1,90.4,A
24.4,81.9,3.2,100.0,A
19.1,87.2,4.6,80.4,B
2.7,74.8,5.7,37.4,F
10.4,83.9,5.9,78.0,B
10.2,84.1,5.7,74.6,B
9.9,80.4,5.5,79.8,B
21.8,100.0,5.4,100.0,A
0.0,74.2,2.8,47.5,D
25.0,96.8,7.3,100.0,A
22.0,76.6,7.5,100.0,A
16.3,82.6,4.0,92.6,A
17.4,79.6,5.2,87.4,A
15.5,81.8,10.0,81.9,B
16.1,99.1,2.8,91.8,A
22.9,77.0,6.8,100.0,A
13.4,86.7,9.3,67.1,C
19.2,89.4,6.1,100.0,A
8.9,78.7,5.8,69.8,C
18.7,81.7,4.6,92.8,A
13.1,99.6,2.1,78.9,B
18.0,83.2,6.6,96.8,A
8.9,67.4,10.0,69.3,C
18.1,85.8,3.1,86.3,A
14.7,90.9,5.9,87.8,A
26.0,93.9,7.4,100.0,A
16.8,89.3,8.3,95.0,A
18.5,72.8,6.6,87.7,A
11.9,74.3,5.7,77.4,B
17.2,81.2,7.0,100.0,A
18.3,81.7,3.5,93.4,A
12.5,93.3,6.7,80.1,B
12.0,88.0,2.9,49.9,D
9.4,97.9,10.0,67.7,C
14.5,79.2,6.3,77.7,B
10.4,77.0,5.0,70.3,B
17.0,78.9,7.8,95.4,A
9.5,86.9,6.7,72.4,B
14.1,80.5,3.8,93.7,A
8.4,64.9,5.2,85.2,A
23.0,89.9,8.4,100.0,A
15.2,90.7,5.7,84.4,B
15.1,100.0,10.0,92.3,A
19.2,84.8,5.9,100.0,A
27.4,79.7,4.5,100.0,A
15.6,87.9,6.4,78.5,B
4.6,79.5,5.7,69.5,C
23.3,89.0,8.3,100.0,A
5.5,65.1,7.8,68.1,C
11.5,92.1,7.0,72.6,B
23.3,77.1,5.1,100.0,A
12.7,79.5,7.8,74.7,B
11.0,78.8,6.1,96.0,A
17.0,72.4,6.5,89.6,A
15.1,95.9,9.8,67.0,C
10.1,100.0,7.6,87.9,A
21.1,68.4,8.1,100.0,A
23.6,79.5,2.7,100.0,A
24.7,81.0,6.2,100.0,A
18.9,73.1,3.8,99.3,A
10.1,73.3,5.6,55.1,C
6.2,77.3,6.1,73.9,B
0.0,70.9,5.4,65.0,C
22.2,90.0,8.4,100.0,A
16.4,90.7,2.5,100.0,A
12.1,76.0,2.0,74.4,B
1.5,95.5,6.9,63.1,C
6.7,53.2,2.3,41.1,D
2.6,90.2,7.2,47.7,D
25.1,83.3,6.1,100.0,A
19.4,80.7,9.0,75.7,B
5.9,94.0,6.3,49.5,D
26.4,78.2,7.0,100.0,A
9.9,87.0,5.9,64.1,C
17.4,84.1,5.5,93.6,A
17.5,71.5,5.2,98.6,A
14.3,87.3,6.3,85.5,A
12.9,86.6,3.5,61.5,C
15.2,80.6,5.7,84.3,B
13.0,93.5,3.8,91.5,A
16.7,99.3,6.4,100.0,A
17.0,80.0,8.3,75.6,B
11.3,95.8,6.8,93.1,A
22.7,100.0,5.4,96.3,A
9.1,84.7,4.6,78.7,B
17.7,72.8,10.0,90.4,A
12.6,81.7,8.4,85.7,A
8.9,75.3,6.7,74.8,B
13.1,93.4,8.6,78.6,B
10.4,81.7,7.9,83.3,B
19.6,78.2,9.4,90.2,A
14.3,83.3,7.0,78.8,B
24.6,84.4,6.1,96.1,A
8.3,78.9,5.1,74.0,B
0.0,66.3,9.3,56.2,C
17.8,83.9,6.0,100.0,A
27.1,90.7,4.4,100.0,A
18.4,70.9,8.8,77.7,B
8.4,86.7,2.5,70.8,B
7.8,96.8,5.0,72.3,B
29.2,94.3,9.2,100.0,A
12.3,80.1,4.4,87.5,A
7.9,74.1,6.7,62.5,C
23.3,100.0,5.1,100.0,A
14.0,82.5,8.1,85.7,A
0.8,62.2,7.0,74.8,B
29.6,68.9,7.2,100.0,A
19.1,78.1,6.4,100.0,A
4.4,90.6,6.1,57.6,C
24.8,78.4,7.4,100.0,A
7.7,89.1,5.1,61.7,C
7.2,82.0,8.0,73.4,B
8.8,95.0,6.8,55.1,C
28.6,97.7,5.2,100.0,A
29.3,89.1,0.8,100.0,A
11.2,73.4,4.5,64.5,C
26.9,73.1,6.3,100.0,A
0.0,90.9,10.0,59.9,C
21.4,83.3,7.6,100.0,A
24.5,82.4,5.2,100.0,A
25.5,84.5,7.5,100.0,A
15.5,79.7,5.2,100.0,A
19.0,80.3,5.9,88.4,A
10.0,95.5,5.0,76.9,B
15.2,97.5,0.5,83.8,B
13.9,75.6,10.0,90.0,A
13.4,93.8,7.0,68.0,C
22.9,84.4,8.7,100.0,A
16.5,88.1,7.5,77.4,B
26.9,81.9,2.6,100.0,A
16.7,83.2,5.0,80.8,B
30.3,89.8,9.5,100.0,A
23.6,93.6,8.8,100.0,A
14.4,77.3,6.1,78.2,B
16.2,83.5,6.6,80.7,B
9.1,91.4,1.9,70.3,B
16.1,84.0,6.2,86.9,A
8.1,86.0,7.5,82.0,B
24.3,84.4,7.7,100.0,A
12.6,89.3,7.1,67.5,C
17.5,83.4,9.6,79.9,B
0.0,100.0,8.1,57.6,C
13.1,83.1,4.7,89.3,A
12.4,87.0,7.6,78.1,B
21.4,75.3,4.6,87.2,A
18.7,73.0,7.3,100.0,A
22.1,76.7,4.3,100.0,A
18.1,72.9,5.9,78.1,B
23.6,93.2,5.4,100.0,A
17.9,97.6,5.7,100.0,A
5.4,78.5,2.9,63.0,C
14.4,66.8,3.3,88.2,A
14.7,90.8,2.6,87.2,A
0.0,94.5,5.1,38.4,F
7.9,85.5,4.2,50.4,D
29.3,80.5,6.7,100.0,A
13.1,86.0,10.0,73.6,B
14.3,93.4,7.9,92.4,A
0.0,71.3,5.2,52.6,D
5.6,87.7,7.2,70.1,B
18.4,100.0,8.9,96.1,A
11.7,85.2,5.4,68.3,C
7.2,89.1,4.5,68.7,C
24.1,92.2,5.2,100.0,A
10.1,92.1,7.6,72.3,B
5.9,99.9,7.6,62.1,C
15.3,97.7,8.0,98.6,A
9.3,90.1,7.4,84.3,B
9.3,95.5,5.4,60.6,C
14.6,80.5,8.2,84.8,B
10.5,85.6,5.9,67.2,C
3.3,79.5,5.7,56.1,C
18.9,92.0,4.1,94.3,A
21.1,69.9,6.5,100.0,A
13.2,88.0,9.6,82.2,B
19.3,74.1,8.8,95.6,A
12.4,89.7,7.5,85.5,A
1.6,70.1,7.0,42.9,D
21.3,92.7,3.3,98.9,A
14.3,88.9,9.3,96.7,A
16.1,81.9,6.6,90.3,A
14.3,83.9,6.8,90.9,A
13.7,89.7,6.1,89.1,A
16.0,72.7,4.4,96.2,A
16.1,76.4,5.0,100.0,A
23.8,82.7,6.2,100.0,A
18.1,82.2,5.5,95.0,A
23.2,79.3,5.1,100.0,A
25.5,89.3,8.0,100.0,A
3.7,85.5,4.3,68.1,C
23.9,85.3,2.9,100.0,A
19.6,83.9,4.3,100.0,A
18.4,83.6,5.9,70.8,B
21.9,84.8,5.3,100.0,A
13.1,95.6,5.8,97.4,A
19.2,83.2,5.8,79.2,B
7.6,68.8,8.4,78.1,B
5.1,92.4,4.1,50.2,D
18.7,78.8,3.1,87.5,A
14.5,90.0,4.7,100.0,A
15.0,85.0,8.0,76.0,B
9.4,80.8,5.5,70.6,B
17.7,87.6,10.0,84.7,B
12.0,93.2,7.7,88.8,A
14.7,99.3,8.3,100.0,A
11.6,98.8,8.8,70.7,B
9.4,69.0,6.4,81.8,B
13.6,86.8,2.9,92.2,A
23.3,89.6,3.6,100.0,A
11.7,86.6,3.7,77.8,B
14.1,85.4,3.4,64.4,C
13.1,84.4,6.9,97.3,A
10.5,95.2,7.0,64.6,C
23.6,78.2,6.0,100.0,A
5.5,93.7,6.5,74.2,B
14.4,82.2,5.9,85.0,A
9.1,80.6,0.1,85.8,A
19.0,90.7,5.4,73.2,B
15.9,81.3,5.5,99.6,A
23.3,75.5,4.7,92.6,A
20.1,96.7,5.1,100.0,A
15.6,91.9,9.0,82.3,B
20.2,71.6,5.9,100.0,A
20.9,75.9,8.1,100.0,A
8.6,80.4,7.9,69.8,C
20.4,83.4,7.9,100.0,A
17.1,74.6,2.8,94.4,A
18.4,100.0,9.1,92.5,A
12.1,100.0,7.3,82.1,B
9.0,64.6,5.3,85.1,A
7.8,97.9,6.9,77.7,B
0.0,88.2,3.9,48.7,D
10.0,100.0,4.9,74.8,B
32.1,99.1,9.9,100.0,A
20.8,100.0,10.0,100.0,A
17.2,93.7,3.9,96.0,A
21.7,75.5,8.4,88.8,A
13.2,92.8,4.3,97.0,A
12.3,93.2,5.7,80.4,B
13.0,75.2,3.2,73.0,B
9.8,82.1,4.4,75.4,B
10.4,69.9,4.9,74.0,B
14.9,86.9,9.7,84.1,B
15.5,85.4,4.4,91.6,A
24.3,100.0,4.9,100.0,A
22.2,82.9,10.0,100.0,A
4.6,68.5,7.1,61.6,C
12.9,88.1,8.3,94.2,A
7.3,75.6,2.7,71.7,B
0.0,85.0,6.5,36.4,F
15.6,60.3,7.4,92.7,A
19.0,71.3,6.0,85.7,A
15.5,94.7,7.8,91.6,A
18.1,73.1,5.4,100.0,A
12.7,87.5,4.3,86.0,A
7.8,94.6,4.6,57.8,C
12.4,89.4,6.0,89.3,A
24.6,75.0,8.4,100.0,A
17.6,86.1,4.8,67.8,C
4.4,83.4,2.6,55.7,C
15.9,80.7,7.8,95.6,A
23.9,94.1,3.8,100.0,A
20.3,96.8,6.4,100.0,A
24.0,90.8,4.0,99.1,A
4.6,80.6,7.2,58.3,C
15.9,83.5,5.0,100.0,A
12.6,76.5,4.2,91.7,A
19.2,69.2,7.1,99.5,A
9.1,100.0,0.7,71.5,B
8.9,80.9,2.0,64.7,C
15.0,70.0,5.3,97.0,A
8.5,82.0,8.6,65.2,C
16.8,82.9,6.1,100.0,A
0.7,95.2,6.5,35.9,F
23.2,84.1,7.5,93.0,A
0.0,100.0,1.7,54.5,D
21.3,67.8,9.4,100.0,A
10.9,70.1,6.6,83.3,B
4.9,74.2,5.0,63.0,C
16.2,84.7,5.1,90.4,A
21.2,87.6,3.1,100.0,A
23.1,81.6,6.8,100.0,A
22.9,81.6,6.7,100.0,A
9.0,74.4,7.5,74.1,B
16.4,96.9,4.3,100.0,A
2.6,80.7,2.0,55.4,C
15.6,91.5,3.5,95.8,A
17.4,63.5,7.1,94.3,A
12.4,77.4,4.9,83.7,B
2.2,83.3,6.9,62.7,C
10.8,87.1,6.4,82.2,B
28.4,89.5,6.4,100.0,A
17.7,92.6,3.5,97.9,A
11.6,94.7,5.9,67.5,C
13.9,74.7,2.0,88.6,A
17.7,100.0,3.6,76.5,B
4.2,91.1,7.0,59.5,C
4.5,81.0,7.9,56.4,C
9.8,85.7,6.0,83.9,B
11.4,90.0,3.3,69.4,C
27.6,84.2,1.3,100.0,A
15.5,76.1,7.5,82.2,B
11.4,92.4,5.1,73.3,B
15.4,100.0,5.3,100.0,A
0.8,88.7,4.0,32.6,F
8.7,91.5,8.4,84.8,B
9.8,89.5,6.6,74.3,B
7.9,100.0,8.6,77.8,B
23.6,84.8,9.3,100.0,A
19.6,83.7,6.4,97.6,A
6.5,85.6,5.9,54.5,D
6.1,84.3,7.8,67.6,C
6.2,66.8,4.3,63.6,C
13.7,83.2,6.3,86.6,A
16.4,73.2,7.2,70.7,B
17.9,88.0,4.7,97.7,A
7.9,73.1,4.3,77.7,B
13.8,86.8,10.0,74.0,B
14.6,77.0,4.6,98.7,A
23.4,87.8,4.9,100.0,A
20.4,78.4,5.8,84.6,B
5.0,78.5,6.1,74.7,B
1.8,100.0,4.3,59.4,C
14.2,92.5,3.5,69.1,C
10.5,92.7,7.1,91.2,A
8.3,74.0,6.0,76.1,B
9.7,83.7,5.4,69.0,C
19.1,97.6,8.7,100.0,A
4.5,76.5,4.9,63.6,C
27.9,95.2,8.1,100.0,A
10.0,74.4,8.8,87.7,A
19.4,75.1,6.1,92.2,A
10.3,100.0,1.9,73.1,B
4.4,100.0,2.8,53.2,D
14.0,79.4,7.5,82.4,B
6.2,75.7,2.1,58.7,C
16.0,80.4,5.8,81.3,B
14.8,100.0,4.8,82.9,B
10.1,72.4,5.3,72.7,B
16.1,80.3,4.3,95.5,A
22.3,79.9,5.0,100.0,A
14.2,94.1,3.7,100.0,A
9.9,87.8,3.6,78.2,B
17.8,85.6,7.2,100.0,A
18.1,100.0,6.5,90.7,A
13.0,68.2,7.7,80.9,B
24.6,79.4,8.1,100.0,A
12.9,98.9,5.9,100.0,A
25.4,75.5,1.1,100.0,A
10.4,100.0,6.1,61.1,C
21.0,86.2,7.5,93.1,A
13.5,87.0,1.6,82.3,B
16.9,84.4,4.4,92.8,A
0.8,77.0,7.0,44.0,D
30.2,80.4,2.3,100.0,A
17.2,100.0,6.1,72.1,B
22.1,80.5,5.7,97.1,A
5.4,69.4,4.5,59.4,C
16.2,89.6,1.6,85.0,A
13.7,89.3,6.8,79.2,B
7.6,73.7,8.7,76.2,B
24.0,69.5,8.2,100.0,A
16.0,97.7,5.5,100.0,A
14.6,64.6,4.4,86.1,A
19.4,85.1,7.9,100.0,A
9.0,79.7,4.5,80.7,B
16.1,89.2,5.1,82.6,B
15.6,82.0,7.2,87.9,A
15.9,96.6,6.8,92.1,A
22.2,86.0,4.9,100.0,A
12.0,89.9,3.7,68.6,C
11.3,88.3,8.5,74.4,B
10.7,84.5,5.0,62.3,C
10.4,98.3,4.7,67.4,C
22.7,100.0,2.2,100.0,A
14.5,88.4,5.1,79.9,B
22.2,74.6,5.2,100.0,A
16.9,79.2,3.0,98.2,A
8.9,73.4,6.9,68.2,C
4.5,79.5,5.0,58.3,C
4.8,96.9,7.5,73.9,B
8.8,80.1,7.4,70.4,B
22.1,79.1,8.3,100.0,A
24.1,93.9,8.9,95.5,A
15.7,95.3,4.2,87.7,A
21.5,98.7,5.6,100.0,A
11.1,77.3,4.2,79.8,B
10.6,76.5,3.2,86.9,A
20.4,82.4,4.6,88.7,A
16.2,78.0,4.8,83.0,B
20.1,85.4,5.6,100.0,A
15.4,73.5,2.8,88.7,A
12.4,79.5,3.9,88.5,A
13.5,71.3,8.4,97.2,A
17.1,79.0,5.9,91.1,A
16.7,87.8,3.6,89.6,A
8.5,75.9,8.9,61.8,C
14.1,82.6,4.9,84.6,B
4.4,95.9,4.5,55.6,C
12.6,100.0,5.1,81.9,B
8.6,79.1,5.1,71.9,B
0.0,86.6,6.3,51.8,D
30.5,79.9,5.7,100.0,A
9.6,86.5,5.3,56.9,C
8.4,83.6,4.1,74.4,B
26.4,94.1,5.7,100.0,A
6.8,78.2,10.0,74.7,B
4.8,76.0,6.7,49.6,D
13.6,79.1,6.1,72.3,B
11.5,88.0,8.7,80.7,B
10.5,92.9,6.5,88.7,A
8.6,87.8,9.4,56.5,C
13.7,74.4,8.1,90.3,A
26.5,84.3,7.6,100.0,A
3.7,88.6,4.8,76.2,B
20.9,88.4,3.0,100.0,A
25.7,86.5,5.5,100.0,A
10.6,60.6,2.9,77.2,B
17.6,71.4,3.8,95.6,A
14.1,84.5,2.4,92.8,A
3.0,100.0,4.1,45.7,D
23.5,81.3,7.2,100.0,A
15.2,89.1,7.2,92.4,A
11.4,85.4,7.7,74.2,B
4.3,67.5,5.1,39.3,F
18.6,92.6,2.4,100.0,A
16.1,89.9,6.7,85.0,B
19.2,90.2,4.1,95.1,A
18.9,88.8,5.8,100.0,A
9.3,88.2,6.5,86.9,A
0.0,86.5,6.5,58.8,C
14.2,95.1,3.5,72.7,B
13.8,82.4,4.4,72.0,B
16.1,81.5,8.3,86.8,A
25.6,82.5,7.8,100.0,A
14.7,90.7,5.1,89.2,A
19.8,94.1,0.5,100.0,A
17.6,66.3,5.0,100.0,A
5.3,78.6,5.0,48.4,D
6.0,83.2,5.0,60.8,C
23.1,84.3,3.4,85.0,B
8.8,82.7,5.6,58.5,C
17.6,84.6,5.5,81.8,B
7.8,67.9,6.5,76.8,B
20.2,83.8,5.8,100.0,A
16.7,78.0,8.6,92.3,A
12.9,81.3,5.0,76.0,B
19.7,81.3,9.1,97.6,A
16.8,83.8,7.1,91.9,A
9.9,91.2,4.2,74.2,B
15.1,79.6,3.1,95.4,A
19.7,50.0,5.2,100.0,A
22.8,82.7,8.9,100.0,A
14.1,68.9,3.0,87.0,A
27.5,86.9,6.9,100.0,A
9.8,71.4,6.3,56.0,C
4.1,87.8,5.7,60.2,C
5.1,89.9,4.1,62.7,C
14.9,82.9,6.2,88.8,A
15.1,50.0,9.4,82.4,B
15.9,98.9,5.1,100.0,A
10.3,100.0,7.6,71.7,B
30.6,76.3,5.4,100.0,A
25.6,100.0,10.0,93.0,A
7.0,85.6,6.1,63.0,C
14.3,79.1,6.6,99.8,A
15.3,97.1,3.7,82.0,B
19.8,81.4,7.1,100.0,A
4.3,83.8,3.5,78.9,B
3.0,89.3,5.2,71.2,B
6.5,84.9,2.6,55.5,C
25.5,96.2,4.4,100.0,A
10.4,78.9,5.1,77.7,B
20.7,94.9,2.9,97.3,A
19.1,83.4,5.8,96.5,A
13.7,86.7,4.5,97.3,A
20.8,92.3,2.2,94.2,A
6.4,83.9,5.6,60.1,C
11.7,92.9,4.2,71.4,B
0.0,77.2,3.4,43.9,D
15.7,79.9,7.2,95.6,A
9.5,74.4,5.9,67.7,C
30.3,69.8,6.1,100.0,A
15.4,88.7,3.7,79.2,B
20.7,85.5,6.8,98.8,A
19.6,89.0,6.4,100.0,A
14.5,88.7,6.7,99.2,A
21.9,85.9,5.5,87.0,A
15.2,72.5,2.1,84.5,B
18.3,90.1,7.7,99.3,A
31.5,73.3,2.2,100.0,A
16.3,80.7,4.7,92.7,A
11.3,76.5,4.1,80.0,B
10.0,96.3,5.3,65.9,C
14.4,78.2,10.0,81.9,B
15.8,82.9,4.0,85.9,A
15.4,100.0,5.5,60.4,C
3.9,77.0,5.5,56.1,C
0.0,75.8,4.2,54.2,D
8.2,84.2,6.1,67.0,C
15.4,88.4,8.1,93.1,A
15.4,85.0,7.8,95.3,A
18.2,62.9,5.7,100.0,A
17.5,74.9,4.6,100.0,A
11.5,94.5,5.9,69.6,C
7.9,80.8,7.2,62.9,C
18.6,100.0,5.1,99.2,A
16.6,81.6,5.5,95.1,A
7.3,70.0,5.9,61.8,C
19.4,67.7,6.1,91.8,A
21.7,76.6,9.0,100.0,A
20.5,76.7,10.0,92.9,A
21.8,82.2,4.3,100.0,A
9.7,79.7,7.1,79.9,B
21.0,83.9,5.8,100.0,A
13.9,86.5,8.0,81.7,B
29.3,65.5,8.3,100.0,A
21.3,77.8,5.2,97.6,A
18.0,77.7,4.0,100.0,A
27.0,80.9,7.1,100.0,A
11.5,56.7,7.4,63.3,C
18.9,85.9,8.1,98.3,A
30.6,91.3,7.3,100.0,A
20.7,94.3,4.4,100.0,A
16.1,76.0,5.2,95.6,A
13.1,90.3,5.6,85.1,A
8.2,75.2,9.6,61.5,C
13.0,91.9,9.4,90.5,A
9.3,63.5,6.2,66.5,C
13.4,92.7,6.7,75.4,B
14.2,87.1,6.1,79.0,B
21.9,84.8,6.1,94.2,A
12.1,82.4,5.0,65.4,C
10.8,69.5,9.3,81.2,B
21.2,99.2,4.4,100.0,A
19.9,83.1,6.1,85.8,A
13.3,69.7,5.5,83.1,B
19.2,93.6,2.1,90.5,A
13.2,75.9,0.0,92.1,A
13.5,91.0,7.3,87.6,A
25.9,87.5,4.9,89.6,A
14.0,79.4,7.6,76.0,B
12.2,93.0,9.2,71.6,B
15.1,100.0,6.9,81.3,B
1.2,94.0,8.5,59.8,C
13.8,93.2,4.2,69.3,C
16.8,71.3,9.6,86.8,A
28.9,96.3,4.6,100.0,A
15.6,98.1,9.0,88.9,A
18.1,83.9,6.6,94.7,A
17.4,79.9,6.8,70.2,B
30.9,82.2,6.9,100.0,A
22.0,100.0,6.9,94.6,A
4.8,97.4,4.0,55.3,C
23.6,76.2,2.7,100.0,A
8.4,75.6,4.8,79.1,B
10.4,90.3,8.3,73.1,B
5.9,88.9,6.1,69.2,C
27.8,75.8,8.2,100.0,A
23.3,81.3,7.4,100.0,A
23.6,91.9,7.0,99.8,A
22.3,77.4,6.5,100.0,A
19.8,65.2,7.6,100.0,A
12.8,82.3,5.7,52.1,D
16.4,70.6,5.1,100.0,A
11.4,67.2,9.9,83.9,B
9.0,80.1,3.2,71.5,B
10.5,85.4,3.0,58.9,C
31.5,73.0,7.3,100.0,A
12.3,76.9,6.2,87.6,A
22.0,87.6,4.6,100.0,A
29.5,90.6,5.7,100.0,A
20.5,94.1,6.0,100.0,A
9.5,75.4,9.0,66.3,C
9.8,94.0,7.2,84.0,B
15.8,85.5,5.7,84.1,B
30.8,100.0,7.9,100.0,A
25.0,100.0,5.5,100.0,A
18.8,89.0,7.0,94.4,A
13.6,66.1,6.4,82.3,B
17.7,82.5,4.4,92.0,A
16.3,80.1,4.1,100.0,A
16.3,69.7,4.8,92.0,A
8.9,83.3,3.6,64.4,C
8.7,95.9,5.3,56.2,C
17.3,68.7,3.0,93.5,A
6.9,78.5,4.6,71.8,B
10.6,82.4,4.8,80.4,B
15.2,83.1,4.8,79.0,B
17.3,85.6,4.8,83.8,B
22.8,78.3,5.7,100.0,A
6.2,100.0,6.1,52.6,D
6.2,72.0,9.1,43.5,D
24.1,88.8,4.6,100.0,A
26.7,93.7,5.8,100.0,A
7.7,74.9,1.3,54.9,D
9.1,75.7,6.3,90.0,A
18.8,89.3,10.0,100.0,A
15.3,73.4,6.7,100.0,A
15.4,100.0,8.7,97.8,A
9.5,75.9,8.7,65.8,C
20.0,68.3,6.9,100.0,A
13.3,80.0,8.8,89.7,A
13.1,82.1,3.7,78.9,B
7.1,79.2,9.0,71.8,B
